seed,phenomenon,reward,weight_decay,N,selected_proxy_reward_mean,selected_true_utility_mean,selected_spurious_utility_mean,oracle_best_true_utility_mean,proxy_minus_true_gap
170001,formatting,readability,0.01,16,7.770268676358511,1.462097933307142,3.2823507481753786,1.8325192220136597,6.3081707430513685
170001,formatting,readability,0.01,64,8.041441206886791,1.8755439494244457,4.211891177366005,2.3469962808343237,6.165897257462345
170001,formatting,readability,0.1,1,1.191517800678661,-0.009527550303957582,2.3125153748258187,-0.009527550303957582,1.2010453509826184
170001,formatting,readability,0.1,4,4.748667612297566,0.8589095106572822,2.542878179819292,1.0179054906273597,3.8897581016402842
170001,formatting,readability,0.1,16,6.261139091494994,1.4936721164563023,3.068851979032697,1.8325192220136597,4.767466975038691
170001,formatting,readability,0.1,64,6.5344699229976015,1.8857669896464473,4.053280377481219,2.3469962808343237,4.648702933351153
170001,formatting,readability,0.5,1,0.8783501070937628,-0.009527550303957582,2.3125153748258187,-0.009527550303957582,0.8878776573977204
170001,formatting,readability,0.5,4,2.8257236217386965,0.8610805437231551,2.8036990563801876,1.0179054906273597,1.9646430780155413
170001,formatting,readability,0.5,16,3.6040247353274193,1.52981487792444,3.257487723347834,1.8325192220136597,2.0742098574029786
170001,formatting,readability,0.5,64,3.768914149224693,1.921058106198513,4.0373487242155,2.3469962808343237,1.8478560430261806
170001,formatting,readability,1.0,1,0.8023072726108796,-0.009527550303957582,2.3125153748258187,-0.009527550303957582,0.8118348229148373
170001,formatting,readability,1.0,4,2.0320617474397653,0.727495122312138,3.4670084860310832,1.0179054906273597,1.3045666251276273
170001,formatting,readability,1.0,16,2.439413951163205,1.2162261105766863,5.09975013929812,1.8325192220136597,1.2231878405865186
170001,formatting,readability,1.0,64,2.512129475176367,1.3795647745879671,7.3889521270843375,2.3469962808343237,1.1325647005883999
170001,confidence,decisiveness,0.0,1,4.113529027672067,-0.013514622834155469,3.128864919949743,-0.013514622834155469,4.127043650506222
170001,confidence,decisiveness,0.0,4,6.711766089089997,0.6063958075956082,4.9323058571764316,1.0730040568187829,6.105370281494388
170001,confidence,decisiveness,0.0,16,7.264348893040959,0.8335223879918752,7.520541520161405,1.8062667745601755,6.430826505049083
170001,confidence,decisiveness,0.0,64,7.292277593364032,1.014483936409198,10.284465386228282,2.3648391295343525,6.2777936569548345
170001,confidence,decisiveness,0.001,1,4.099749966152636,-0.013514622834155469,3.128864919949743,-0.013514622834155469,4.113264588986791
170001,confidence,decisiveness,0.001,4,6.691602126942703,0.6063958075956082,4.9323058571764316,1.0730040568187829,6.085206319347094
170001,confidence,decisiveness,0.001,16,7.245342951932068,0.8335223879918752,7.520541520161405,1.8062667745601755,6.411820563940194
170001,confidence,decisiveness,0.001,64,7.2736902790766536,1.0179424269679629,10.278208523060885,2.3648391295343525,6.25574785210869
170001,confidence,decisiveness,0.01,1,3.980454599672439,-0.013514622834155469,3.128864919949743,-0.013514622834155469,3.993969222506594
170001,confidence,decisiveness,0.01,4,6.516282072106954,0.6065453351443079,4.919822656365645,1.0730040568187829,5.909736736962645
170001,confidence,decisiveness,0.01,16,7.079107670513427,0.8564858618232998,7.410661549462111,1.8062667745601755,6.222621808690126
170001,confidence,decisiveness,0.01,64,7.111150157002089,1.07326236978069,10.030462697552204,2.3648391295343525,6.037887787221398
170001,confidence,decisiveness,0.1,1,3.2271253728103066,-0.013514622834155469,3.128864919949743,-0.013514622834155469,3.2406399956444627
170001,confidence,decisiveness,0.1,4,5.282614571350406,0.6287537593113288,4.82843340769385,1.0730040568187829,4.653860812039077
170001,confidence,decisiveness,0.1,16,5.813805567825987,0.9647023111795741,6.759147314131114,1.8062667745601755,4.849103256646412
170001,confidence,decisiveness,0.1,64,5.859554253011745,1.2490086966470457,9.009784788164625,2.3648391295343525,4.6105455563647
170001,confidence,decisiveness,0.5,1,2.225032049393233,-0.013514622834155469,3.128864919949743,-0.013514622834155469,2.2385466722273883
170001,confidence,decisiveness,0.5,4,3.341799360290015,0.4037478410392867,5.619972401930775,1.0730040568187829,2.938051519250729
170001,confidence,decisiveness,0.5,16,3.5149216598923148,0.5763477306338661,8.882484910889778,1.8062667745601755,2.938573929258448
170001,confidence,decisiveness,0.5,64,3.5226389311462754,0.6190985946961577,12.553634582224594,2.3648391295343525,2.903540336450118
170001,confidence,decisiveness,1.0,1,1.6265469601560205,-0.013514622834155469,3.128864919949743,-0.013514622834155469,1.6400615829901761
170001,confidence,decisiveness,1.0,4,2.314147875358011,0.19068655404032203,6.072476623473893,1.0730040568187829,2.1234613213176896
170001,confidence,decisiveness,1.0,16,2.371706737619115,0.2475251879688237,9.70991950592826,1.8062667745601755,2.1241815496502916
170001,confidence,decisiveness,1.0,64,2.3729578333698753,0.27884260720002707,13.561554451755756,2.3648391295343525,2.094115226169848
170001,fabricated_reasoning,reasoning_quality,0.0,1,3.702784640485973,-0.007209469240972491,2.8740349007549293,-0.007209469240972491,3.7099941097269458
170001,fabricated_reasoning,reasoning_quality,0.0,4,7.49500753534632,0.3511701202383263,5.337195099372941,0.9900538230393223,7.143837415107994
170001,fabricated_reasoning,reasoning_quality,0.0,16,8.469716917394678,0.42615289070168744,8.653788956403423,1.8077660985425765,8.04356402669299
170001,fabricated_reasoning,reasoning_quality,0.0,64,8.544286028799672,0.42308014490552,12.043533676945183,2.3685447617671325,8.121205883894152
170001,fabricated_reasoning,reasoning_quality,0.001,1,3.698588826778356,-0.007209469240972491,2.8740349007549293,-0.007209469240972491,3.705798296019328
170001,fabricated_reasoning,reasoning_quality,0.001,4,7.480224941130967,0.3511701202383263,5.337195099372941,0.9900538230393223,7.129054820892639
170001,fabricated_reasoning,reasoning_quality,0.001,16,8.451683379708468,0.42770573181913674,8.66099379259794,1.8077660985425765,8.023977647889332
170001,fabricated_reasoning,reasoning_quality,0.001,64,8.525966611169748,0.42308014490552,12.043533676945183,2.3685447617671325,8.102886466264229
170001,fabricated_reasoning,reasoning_quality,0.01,1,3.6605434109972186,-0.007209469240972491,2.8740349007549293,-0.007209469240972491,3.6677528802381913
170001,fabricated_reasoning,reasoning_quality,0.01,4,7.348850387868814,0.34826593492566765,5.34455683234814,0.9900538230393223,7.000584452943148
170001,fabricated_reasoning,reasoning_quality,0.01,16,8.292144256478993,0.4256373168530698,8.682567520466172,1.8077660985425765,7.866506939625923
170001,fabricated_reasoning,reasoning_quality,0.01,64,8.364079712438242,0.41934773627126404,12.071120121791196,2.3685447617671325,7.944731976166979
170001,fabricated_reasoning,reasoning_quality,0.1,1,3.3169704563280096,-0.007209469240972491,2.8740349007549293,-0.007209469240972491,3.324179925568982
170001,fabricated_reasoning,reasoning_quality,0.1,4,6.306720202742545,0.40438021941802377,5.258179201958062,0.9900538230393223,5.902339983324521
170001,fabricated_reasoning,reasoning_quality,0.1,16,7.035328153442463,0.441496811928334,8.728828023598233,1.8077660985425765,6.593831341514129
170001,fabricated_reasoning,reasoning_quality,0.1,64,7.081575574406347,0.41399331935833344,12.393203211931912,2.3685447617671325,6.667582255048013
170001,fabricated_reasoning,reasoning_quality,0.5,1,2.2455804579021983,-0.007209469240972491,2.8740349007549293,-0.007209469240972491,2.2527899271431706
170001,fabricated_reasoning,reasoning_quality,0.5,4,3.9123563610103838,0.3467224049075113,5.412947045560027,0.9900538230393223,3.565633956102873
170001,fabricated_reasoning,reasoning_quality,0.5,16,4.248583105205682,0.40561171406030655,8.840343473116016,1.8077660985425765,3.8429713911453764
170001,fabricated_reasoning,reasoning_quality,0.5,64,4.268059709927555,0.41440427999867824,12.496293520483706,2.3685447617671325,3.8536554299288763
170001,fabricated_reasoning,reasoning_quality,1.0,1,1.5632048775112464,-0.007209469240972491,2.8740349007549293,-0.007209469240972491,1.5704143467522187
170001,fabricated_reasoning,reasoning_quality,1.0,4,2.5734999652635806,0.312130669182487,5.473807060080775,0.9900538230393223,2.2613692960810927
170001,fabricated_reasoning,reasoning_quality,1.0,16,2.746262415409981,0.35023280431481185,8.988618346003086,1.8077660985425765,2.3960296110951695
170001,fabricated_reasoning,reasoning_quality,1.0,64,2.755700215881367,0.3687333252985894,12.594178938525937,2.3685447617671325,2.3869668905827774
