seed,phenomenon,reward,weight_decay,N,selected_proxy_reward_mean,selected_true_utility_mean,selected_spurious_utility_mean,oracle_best_true_utility_mean,proxy_minus_true_gap
170000,confidence,decisiveness,0.0,4,3.633453196018815,0.35997827385099257,5.786886778986405,1.218860708000571,3.273474922167822
170000,confidence,decisiveness,0.0,16,3.694193456501717,0.19610105041008374,10.277689670111554,1.8517263187940425,3.4980924060916334
170000,confidence,decisiveness,0.0,64,3.694322647558165,0.23027247562180797,13.494917545023737,2.3860972733548143,3.4640501719363566
170000,confidence,decisiveness,0.1,1,2.5769207270080585,0.12313598702658289,2.7040133392968904,0.12313598702658289,2.453784739981475
170000,confidence,decisiveness,0.1,4,3.3945702918217147,0.34500109590386085,5.805535441434756,1.218860708000571,3.049569195917854
170000,confidence,decisiveness,0.1,16,3.4531233457379136,0.13956752729514602,10.344428410239948,1.8517263187940425,3.313555818442767
170000,confidence,decisiveness,0.1,64,3.4532611022318997,0.17544458577552377,13.557640515376649,2.3860972733548143,3.2778165164563764
170000,confidence,decisiveness,0.5,1,2.028748555812905,0.12313598702658289,2.7040133392968904,0.12313598702658289,1.9056125687863217
170000,confidence,decisiveness,0.5,4,2.6477619172233253,0.3225739965657632,5.844044341587433,1.218860708000571,2.325187920657562
170000,confidence,decisiveness,0.5,16,2.700162220861934,0.08408964347785246,10.449508650705889,1.8517263187940425,2.6160725773840814
170000,confidence,decisiveness,0.5,64,2.7003774244001124,0.05835813811231834,13.71747873578396,2.3860972733548143,2.642019286287794
170000,fabricated_reasoning,reasoning_quality,0.0,1,2.7519943013010484,0.20751041342286172,2.421022272187309,0.20751041342286172,2.5444838878781875
170000,fabricated_reasoning,reasoning_quality,0.0,4,4.3239562827264875,0.44114659566614783,4.999980941402847,1.0809398169437618,3.882809687060339
170000,fabricated_reasoning,reasoning_quality,0.0,16,4.5681598856965495,0.41379639987534916,9.149805324359699,1.840624932993724,4.154363485821201
170000,fabricated_reasoning,reasoning_quality,0.0,64,4.571495116702583,0.5182136184283128,11.935753352023328,2.442370312547153,4.053281498274271
170000,fabricated_reasoning,reasoning_quality,0.1,1,2.526267129032261,0.20751041342286172,2.421022272187309,0.20751041342286172,2.318756715609399
170000,fabricated_reasoning,reasoning_quality,0.1,4,4.006629908367296,0.4437595953670552,5.021274782268546,1.0809398169437618,3.5628703130002406
170000,fabricated_reasoning,reasoning_quality,0.1,16,4.257734207004317,0.38503255211072207,9.273341558741539,1.840624932993724,3.872701654893595
170000,fabricated_reasoning,reasoning_quality,0.1,64,4.2624099694820385,0.48270710225181157,11.95920083628284,2.442370312547153,3.779702867230227
170000,fabricated_reasoning,reasoning_quality,0.5,1,1.8998988972140112,0.20751041342286172,2.421022272187309,0.20751041342286172,1.6923884837911494
170000,fabricated_reasoning,reasoning_quality,0.5,4,3.0469713126111966,0.43403054904687605,5.125941749199668,1.0809398169437618,2.6129407635643203
170000,fabricated_reasoning,reasoning_quality,0.5,16,3.276230594006653,0.4016635588818559,9.249863394288194,1.840624932993724,2.874567035124797
170000,fabricated_reasoning,reasoning_quality,0.5,64,3.283738214622523,0.3506469555506314,12.280405324437124,2.442370312547153,2.9330912590718916
